,count,Random,MostPopular,UserItemAvg,UserKNN,UserKNNAvg,NMF,SVD
24413,0.0009436929852154,12,0,0,0,0,0,0
44347,0.0009436929852154,9,0,0,0,0,0,0
81334,0.0009436929852154,7,0,1,1,1,1,1
33808,0.0009436929852154,9,0,0,0,0,0,0
14760,0.0009436929852154,5,0,0,0,0,0,1
101219,0.0009436929852154,7,0,1,1,1,1,1
71380,0.0009436929852154,11,0,3,3,3,3,3
10391,0.0009436929852154,10,0,3,3,3,3,3
21768,0.0009436929852154,0,0,1,1,1,1,1
9833,0.0009436929852154,12,0,2,2,2,2,2
20889,0.0009436929852154,10,0,0,0,0,0,0
28774,0.0009436929852154,8,0,2,2,2,2,2
27176,0.0009436929852154,8,0,2,2,2,2,2
34278,0.0009436929852154,9,0,1,1,1,1,1
21989,0.0009436929852154,12,0,0,0,0,0,0
21983,0.0009436929852154,11,0,1,1,1,1,1
21938,0.0009436929852154,9,0,0,1,1,0,0
44514,0.0009436929852154,12,0,3,3,3,3,3
21354,0.0009436929852154,12,0,0,0,0,0,0
55281,0.0009436929852154,11,0,1,1,1,1,1
95448,0.0009436929852154,8,0,0,0,0,0,0
22357,0.0009436929852154,10,0,0,0,0,0,0
44325,0.0009436929852154,7,0,1,1,1,1,1
83316,0.0009436929852154,5,0,3,3,3,3,3
36156,0.0009436929852154,6,0,0,0,0,0,0
3195,0.0009436929852154,1,0,2,2,2,2,2
32053,0.0009436929852154,5,0,0,0,0,0,0
25055,0.0009436929852154,11,0,4,4,4,4,4
57440,0.0009436929852154,10,0,2,1,2,2,2
38048,0.0009436929852154,7,0,0,0,0,0,0
85031,0.0009436929852154,8,0,1,1,1,1,1
38630,0.0009436929852154,8,0,2,2,2,2,2
28682,0.0009436929852154,8,0,0,0,0,0,0
49860,0.0009436929852154,9,0,0,0,0,0,0
12078,0.0009436929852154,7,0,1,1,1,1,1
20149,0.0009436929852154,10,0,0,0,0,0,0
21546,0.0009436929852154,5,0,0,0,0,0,0
68641,0.0009436929852154,5,0,1,1,1,1,1
63415,0.0009436929852154,11,0,2,2,2,2,2
25071,0.0009436929852154,10,0,0,0,0,0,0
100794,0.0009436929852154,7,0,0,0,0,0,0
13612,0.0009436929852154,5,0,1,1,1,1,1
16316,0.0009436929852154,7,0,2,2,2,2,2
20139,0.0009436929852154,7,0,1,1,0,1,1
22582,0.0009436929852154,10,0,1,1,1,1,1
21954,0.0009436929852154,10,0,1,1,1,1,1
55131,0.0009436929852154,10,0,3,3,3,3,3
27909,0.0009436929852154,4,0,0,0,0,0,0
1721,0.0009436929852154,10,0,2,2,2,2,2
13018,0.0009436929852154,9,0,0,0,0,0,0
54345,0.0009436929852154,5,0,2,2,2,2,2
15805,0.0009436929852154,6,0,2,2,2,3,2
29343,0.0009436929852154,7,0,2,2,2,1,2
29398,0.0009436929852154,12,0,2,2,2,2,2
37585,0.0009436929852154,11,0,0,0,0,0,0
37604,0.0009436929852154,9,0,3,3,3,3,3
23123,0.0009436929852154,7,0,1,1,1,1,1
69351,0.0009436929852154,6,0,1,1,1,1,1
46591,0.0009436929852154,9,0,0,0,0,0,0
29523,0.0009436929852154,4,0,1,1,1,1,1
31028,0.0009436929852154,3,0,2,2,2,2,2
22518,0.0009436929852154,8,0,2,2,2,2,2
33579,0.0009436929852154,7,0,0,0,0,0,0
88479,0.0009436929852154,7,0,4,4,4,4,4
29485,0.0009436929852154,11,0,1,1,1,1,1
34964,0.0009436929852154,10,0,2,2,2,2,2
21245,0.0009436929852154,6,0,1,1,1,1,1
70323,0.0009436929852154,5,0,1,1,1,1,1
15145,0.0009436929852154,4,0,1,1,1,1,1
83828,0.0009436929852154,15,0,0,0,0,0,0
156975,0.0009436929852154,9,0,0,0,0,0,0
20205,0.0009436929852154,10,0,1,1,1,1,1
29431,0.0009436929852154,4,0,0,0,0,0,0
76803,0.0009436929852154,10,0,1,1,1,1,1
20195,0.0009436929852154,8,0,2,2,2,2,2
59645,0.0009436929852154,3,0,1,1,1,1,1
22305,0.0009436929852154,5,0,1,1,1,1,1
29492,0.0009436929852154,4,0,1,1,1,1,1
84184,0.0009436929852154,7,0,0,0,0,0,0
73003,0.0009436929852154,7,0,1,1,1,1,1
440,0.0009436929852154,8,0,1,1,1,1,1
69154,0.0009436929852154,17,0,1,1,1,1,1
69632,0.0009436929852154,3,0,3,2,3,3,3
144409,0.0009436929852154,9,0,1,2,2,1,0
8896,0.0009436929852154,5,0,1,2,2,1,2
11938,0.0009436929852154,12,0,3,3,3,3,3
36363,0.0009436929852154,8,0,0,0,0,0,0
80712,0.0009436929852154,9,0,0,0,0,0,0
58880,0.0009436929852154,8,0,2,2,2,2,2
32230,0.0009436929852154,3,0,0,0,0,0,0
30298,0.0009436929852154,7,0,3,3,3,3,3
21251,0.0009436929852154,4,0,0,0,0,0,0
15582,0.0009436929852154,5,0,0,0,0,0,0
18925,0.0009436929852154,10,0,1,1,1,1,1
26986,0.0009436929852154,9,0,3,3,3,3,3
21703,0.0009436929852154,13,0,0,0,0,0,0
25724,0.0009436929852154,14,0,2,2,2,2,2
76927,0.0009436929852154,7,0,0,0,0,0,0
21680,0.0009436929852154,8,0,0,0,0,0,0
19826,0.0009436929852154,8,0,1,1,1,1,1
10584,0.0009436929852154,8,0,2,2,2,2,2
16008,0.0009436929852154,10,0,2,2,2,1,2
50548,0.0009436929852154,12,0,2,2,1,1,2
32485,0.0009436929852154,9,0,2,2,2,2,2
16228,0.0009436929852154,4,0,0,0,0,0,0
49432,0.0009436929852154,6,0,1,1,1,1,1
28018,0.0009436929852154,11,0,0,0,0,0,0
889,0.0009436929852154,5,0,1,1,1,1,1
26812,0.0009436929852154,9,0,2,2,2,2,2
32648,0.0009436929852154,6,0,0,1,0,0,0
16046,0.0009436929852154,4,0,1,1,1,1,1
43764,0.0009436929852154,6,0,1,1,1,1,1
13768,0.0009436929852154,3,0,3,3,3,3,3
23920,0.0009436929852154,4,0,2,2,2,2,2
31225,0.0009436929852154,8,0,0,0,0,0,0
23866,0.0009436929852154,6,0,1,1,1,1,0
21363,0.0009436929852154,9,0,1,1,1,1,1
38036,0.0009436929852154,6,0,2,2,2,2,2
25073,0.0009436929852154,8,0,0,0,0,0,0
71578,0.0009436929852154,9,0,0,0,0,0,0
48463,0.0009436929852154,5,0,3,3,3,3,3
16617,0.0009436929852154,5,0,0,0,0,0,0
7217,0.0009436929852154,5,0,1,1,1,1,1
11890,0.0009436929852154,9,0,2,2,2,2,2
31144,0.0009436929852154,9,0,0,0,0,0,0
32751,0.0009436929852154,6,0,1,1,1,1,1
34354,0.0009436929852154,7,0,0,0,0,0,0
92908,0.0009436929852154,9,0,2,3,3,2,2
27097,0.0009436929852154,9,0,0,0,0,0,0
33595,0.0009436929852154,8,0,2,2,2,2,2
26854,0.0009436929852154,7,0,2,2,2,2,2
37215,0.0009436929852154,7,0,0,0,0,0,0
21831,0.0009436929852154,9,0,3,3,3,3,3
29658,0.0009436929852154,9,0,2,2,2,2,2
23776,0.0009436929852154,6,0,1,1,1,1,1
19149,0.0009436929852154,15,0,1,0,0,1,1
16565,0.0009436929852154,7,0,2,2,2,2,2
53953,0.0009436929852154,9,0,2,2,1,2,1
129576,0.0009436929852154,7,0,1,1,1,1,1
36556,0.0009436929852154,4,0,0,0,0,0,0
16293,0.0009436929852154,11,0,0,0,0,0,0
10446,0.0009436929852154,7,0,2,2,2,2,2
81722,0.0009436929852154,13,0,0,0,0,0,0
74709,0.0009436929852154,2,0,0,0,0,0,0
17902,0.0009436929852154,12,0,1,1,1,1,1
23253,0.0009436929852154,4,0,0,0,0,0,0
15528,0.0009436929852154,9,0,1,1,1,0,1
26404,0.0009436929852154,5,0,0,0,0,0,0
29654,0.0009436929852154,11,0,2,2,1,2,2
7090,0.0009436929852154,6,0,1,1,1,1,1
52132,0.0009436929852154,8,0,3,3,3,3,3
26093,0.0009436929852154,6,0,1,1,1,1,1
15437,0.0009436929852154,5,0,0,0,0,0,0
32306,0.0009436929852154,9,0,2,2,2,2,2
49868,0.0009436929852154,5,0,1,0,0,1,1
14925,0.0009436929852154,4,0,1,0,1,1,1
79888,0.0009436929852154,6,0,1,1,1,1,1
29722,0.0009436929852154,9,0,0,0,0,0,0
84801,0.0009436929852154,8,0,2,2,2,2,2
24055,0.0009436929852154,5,0,0,0,0,0,0
35656,0.0009436929852154,10,0,0,1,1,0,0
106848,0.0009436929852154,5,0,1,1,1,1,1
86268,0.0009436929852154,6,0,4,4,4,4,4
12995,0.0009436929852154,9,0,0,0,0,0,0
15432,0.0009436929852154,9,0,2,2,2,2,2
169410,0.0009436929852154,12,0,0,0,0,0,0
14927,0.0009436929852154,6,0,0,0,0,0,0
80833,0.0009436929852154,9,0,1,1,1,1,1
28807,0.0009436929852154,6,0,0,0,0,0,0
15410,0.0009436929852154,5,0,0,0,0,0,0
15397,0.0009436929852154,9,0,3,3,3,3,3
22139,0.0009436929852154,6,0,0,0,0,0,0
19801,0.0009436929852154,8,0,3,3,3,3,4
46322,0.0009436929852154,10,0,0,0,0,0,0
25793,0.0009436929852154,15,0,0,0,0,0,0
26620,0.0009436929852154,9,0,0,0,0,0,0
31401,0.0009436929852154,10,0,2,2,2,2,2
1988,0.0009436929852154,16,0,3,3,3,3,3
28090,0.0009436929852154,2,0,2,2,2,2,2
31425,0.0009436929852154,5,0,0,0,0,0,0
26301,0.0009436929852154,12,0,2,2,2,2,2
2763,0.0009436929852154,14,0,1,1,1,0,1
25322,0.0009436929852154,8,0,1,1,1,1,1
15690,0.0009436929852154,9,0,1,1,1,1,1
22296,0.0009436929852154,12,0,0,0,0,0,0
27194,0.0009436929852154,13,0,1,1,1,1,1
24959,0.0009436929852154,2,0,2,2,2,2,2
15617,0.0009436929852154,11,0,0,0,0,0,0
15523,0.0009436929852154,8,0,0,0,0,0,0
37738,0.0009436929852154,10,0,3,2,2,1,3
26581,0.0009436929852154,7,0,0,0,0,0,0
31772,0.0009436929852154,9,0,0,0,0,0,0
21756,0.0009436929852154,8,0,2,2,2,2,2
53980,0.0009436929852154,9,0,2,2,2,2,2
26300,0.0009436929852154,7,0,1,1,1,1,1
23691,0.0009436929852154,13,0,1,1,1,1,1
26431,0.0009436929852154,7,0,1,1,1,1,1
74703,0.0009436929852154,8,0,2,2,2,2,2
13002,0.0009436929852154,7,0,2,2,2,2,2
65310,0.0009436929852154,8,0,1,1,1,1,1
2490,0.0009436929852154,7,0,1,0,0,0,1
7887,0.0009436929852154,7,0,0,0,0,0,0
1939,0.0009436929852154,4,0,1,1,1,1,1
32154,0.0009436929852154,3,0,1,1,1,1,1
75690,0.0009436929852154,12,0,2,2,2,2,2
8485,0.0009436929852154,11,0,2,2,2,2,2
26535,0.0009436929852154,6,0,0,0,0,0,0
24274,0.0009436929852154,6,0,1,1,1,1,1
14559,0.0009436929852154,9,0,3,3,3,3,3
59199,0.0009436929852154,10,0,1,1,1,1,1
54715,0.0009436929852154,6,0,2,2,2,1,2
16747,0.0009436929852154,7,0,2,2,2,2,2
31997,0.0009436929852154,7,0,2,2,2,2,2
26058,0.0009436929852154,5,0,1,1,1,1,1
135855,0.0009436929852154,8,0,4,4,4,4,4
8999,0.0009436929852154,9,0,0,0,0,0,0
96908,0.0009436929852154,6,0,1,1,1,1,1
16025,0.0009436929852154,9,0,1,1,1,1,1
16425,0.0009436929852154,10,0,1,1,1,2,1
22903,0.0009436929852154,7,0,1,1,1,1,1
46558,0.0009436929852154,15,0,1,1,1,1,1
11659,0.0009436929852154,8,0,0,0,0,0,0
27043,0.0009436929852154,6,0,2,2,2,2,2
22995,0.0009436929852154,10,0,2,2,2,1,2
14612,0.0009436929852154,10,0,2,2,2,2,2
1987,0.0009436929852154,10,0,1,1,1,1,1
89665,0.0009436929852154,7,0,1,2,2,1,1
21082,0.0009436929852154,6,0,2,2,2,2,2
73973,0.0009436929852154,7,0,0,0,1,1,0
73977,0.0009436929852154,5,0,0,0,0,0,0
27271,0.0009436929852154,9,0,0,0,0,0,0
25330,0.0009436929852154,10,0,1,1,1,1,1
51731,0.0009436929852154,9,0,1,1,1,1,1
17453,0.0009436929852154,3,0,1,1,1,1,0
51916,0.0009436929852154,5,0,0,0,0,0,0
21345,0.0009436929852154,11,0,2,2,2,2,2
62619,0.0009436929852154,10,0,3,3,3,3,3
46769,0.0009436929852154,6,0,0,0,0,0,0
14522,0.0009436929852154,6,0,2,2,2,2,2
16272,0.0009436929852154,5,0,0,0,0,0,0
38690,0.0009436929852154,7,0,1,1,1,1,1
11929,0.0009436929852154,8,0,0,0,0,0,0
17479,0.0009436929852154,10,0,2,2,2,1,2
26409,0.0009436929852154,9,0,1,0,0,1,1
24670,0.0009436929852154,2,0,1,1,1,1,1
86646,0.0009436929852154,7,0,2,2,2,2,2
22099,0.0009436929852154,3,0,0,0,0,0,0
8973,0.0009436929852154,5,0,2,2,2,2,2
90169,0.0009436929852154,9,0,0,0,0,0,0
49874,0.0009436929852154,3,0,0,0,0,0,0
70649,0.0009436929852154,5,0,2,2,1,1,2
23279,0.0009436929852154,6,0,0,0,0,0,0
92636,0.0009436929852154,1,0,1,1,1,1,1
6319,0.0009436929852154,8,0,0,0,0,0,0
3538,0.0009436929852154,5,0,0,0,0,0,0
53889,0.0009436929852154,7,0,3,3,3,3,3
1245,0.0009436929852154,9,0,0,0,0,0,0
22078,0.0009436929852154,9,0,0,0,0,0,0
25042,0.0009436929852154,3,0,1,1,1,1,1
21639,0.0009436929852154,7,0,0,0,0,0,0
14419,0.0009436929852154,3,0,1,0,1,0,1
36495,0.0009436929852154,8,0,2,2,2,2,2
26448,0.0009436929852154,6,0,0,0,0,0,0
63232,0.0009436929852154,4,0,0,0,0,0,0
54209,0.0009436929852154,9,0,2,2,2,2,2
3061,0.0009436929852154,6,0,0,1,0,0,0
26558,0.0009436929852154,9,0,2,2,2,2,2
88919,0.0009436929852154,10,0,0,0,0,0,0
24280,0.0009436929852154,6,0,3,3,3,3,3
89895,0.0009436929852154,10,0,0,0,0,0,0
13217,0.0009436929852154,11,0,0,0,0,0,0
13162,0.0009436929852154,8,0,0,0,0,0,0
34158,0.0009436929852154,10,0,0,0,0,0,0
30057,0.0009436929852154,5,0,2,2,2,2,2
12316,0.0009436929852154,10,0,2,2,2,2,2
48536,0.0009436929852154,11,0,1,1,1,1,1
73955,0.0009436929852154,4,0,3,3,3,3,3
26350,0.0009436929852154,7,0,3,3,3,3,3
36162,0.0009436929852154,8,0,1,1,1,1,1
17833,0.0009436929852154,9,0,1,1,1,1,1
21174,0.0007864108210128,8,0,1,2,2,2,1
35547,0.0007864108210128,6,0,0,0,0,0,0
114206,0.0007864108210128,6,0,1,1,1,1,1
19156,0.0007864108210128,11,0,1,1,1,1,1
96028,0.0007864108210128,4,0,1,1,1,1,1
9907,0.0007864108210128,10,0,0,0,0,0,0
130872,0.0007864108210128,13,0,3,4,4,3,4
82366,0.0007864108210128,6,0,1,1,1,1,1
72179,0.0007864108210128,6,0,1,1,1,1,1
100861,0.0007864108210128,7,0,0,0,0,0,0
29624,0.0007864108210128,4,0,0,0,0,0,0
73951,0.0007864108210128,7,0,1,1,1,1,1
87720,0.0007864108210128,11,0,0,0,0,0,0
48260,0.0007864108210128,10,0,2,2,2,2,2
18081,0.0007864108210128,6,0,1,1,1,1,1
23721,0.0007864108210128,12,0,1,1,1,1,1
34372,0.0007864108210128,5,0,2,2,2,2,2
21594,0.0007864108210128,7,0,0,1,0,1,0
52811,0.0007864108210128,2,0,1,1,1,1,1
90717,0.0007864108210128,7,0,0,0,0,0,0
187896,0.0007864108210128,12,0,0,0,0,0,0
75266,0.0007864108210128,9,0,2,2,2,2,2
33116,0.0007864108210128,5,0,1,1,1,1,1
54517,0.0007864108210128,3,0,1,1,1,1,1
81939,0.0007864108210128,9,0,0,0,0,0,0
51629,0.0007864108210128,4,0,0,0,0,0,0
151510,0.0007864108210128,5,0,1,1,1,1,1
46778,0.0007864108210128,8,0,0,0,0,0,0
61897,0.0007864108210128,11,0,2,2,2,2,2
38482,0.0007864108210128,9,0,0,0,0,0,0
11177,0.0007864108210128,7,0,1,1,1,1,1
30465,0.0007864108210128,10,0,2,2,2,2,2
43037,0.0007864108210128,7,0,2,2,2,2,2
26838,0.0007864108210128,10,0,0,0,0,0,0
52092,0.0007864108210128,7,0,1,1,1,1,1
37212,0.0007864108210128,10,0,1,2,2,1,1
53649,0.0007864108210128,6,0,1,1,1,1,1
20985,0.0007864108210128,11,0,0,0,0,0,0
61092,0.0007864108210128,7,0,2,2,2,2,2
49341,0.0007864108210128,8,0,0,0,0,0,0
10919,0.0007864108210128,12,0,0,0,0,0,0
43750,0.0007864108210128,9,0,3,3,3,3,3
57592,0.0007864108210128,8,0,0,0,0,0,0
48658,0.0007864108210128,11,0,1,1,1,1,1
876,0.0007864108210128,11,0,0,0,0,0,0
110568,0.0007864108210128,7,0,1,1,1,1,1
60233,0.0007864108210128,14,0,1,1,1,1,1
61008,0.0007864108210128,7,0,0,0,0,0,0
16390,0.0007864108210128,6,0,0,0,0,0,0
33820,0.0007864108210128,3,0,1,1,1,1,1
24465,0.0007864108210128,7,0,2,2,2,2,2
136941,0.0007864108210128,3,0,0,0,0,0,0
31412,0.0007864108210128,10,0,0,0,0,0,0
60832,0.0007864108210128,7,0,1,1,1,1,1
96664,0.0007864108210128,11,0,1,1,1,1,1
3555,0.0007864108210128,5,0,1,1,1,1,1
6147,0.0007864108210128,4,0,0,0,0,0,0
88280,0.0007864108210128,7,0,0,0,0,0,0
11888,0.0007864108210128,7,0,0,0,0,0,0
113716,0.0007864108210128,10,0,1,1,1,1,1
131876,0.0007864108210128,9,0,0,0,0,0,0
92066,0.0007864108210128,8,0,0,0,0,0,0
35073,0.0007864108210128,10,0,2,2,2,2,2
20069,0.0007864108210128,6,0,0,0,0,0,0
39767,0.0007864108210128,7,0,0,0,0,0,0
100787,0.0007864108210128,8,0,1,1,1,1,1
67456,0.0007864108210128,7,0,1,1,1,1,1
68004,0.0007864108210128,8,0,1,1,1,1,1
35705,0.0007864108210128,11,0,0,0,0,0,0
126976,0.0007864108210128,5,0,1,1,1,1,1
53650,0.0007864108210128,3,0,4,3,4,4,4
3091,0.0007864108210128,6,0,0,0,1,1,1
25574,0.0007864108210128,3,0,1,1,1,1,1
74301,0.0007864108210128,6,0,0,0,0,0,0
29602,0.0007864108210128,5,0,0,0,0,0,0
11075,0.0007864108210128,4,0,1,1,1,1,1
6938,0.0007864108210128,6,0,2,2,2,2,2
56497,0.0007864108210128,7,0,1,1,1,1,1
21447,0.0007864108210128,10,0,1,1,1,1,1
64166,0.0007864108210128,5,0,3,3,3,3,3
53901,0.0007864108210128,9,0,2,2,2,2,2
149545,0.0007864108210128,12,0,0,0,0,0,0
7408,0.0007864108210128,11,0,0,0,0,0,0
10075,0.0007864108210128,9,0,0,0,0,0,0
56371,0.0007864108210128,13,0,1,1,1,1,1
128000,0.0007864108210128,9,0,0,0,0,0,0
75701,0.0007864108210128,9,0,1,1,1,1,1
168221,0.0007864108210128,10,0,2,2,2,2,2
100141,0.0007864108210128,11,0,1,1,1,1,1
52835,0.0007864108210128,6,0,1,1,1,1,1
87636,0.0007864108210128,14,0,0,0,0,0,0
48583,0.0007864108210128,10,0,2,2,2,2,2
46636,0.0007864108210128,6,0,1,1,1,1,1
88068,0.0007864108210128,11,0,1,1,1,1,1
32496,0.0007864108210128,7,0,1,1,1,1,1
56707,0.0007864108210128,6,0,0,0,0,0,0
105783,0.0007864108210128,5,0,1,1,1,1,1
28704,0.0007864108210128,5,0,1,1,1,0,1
54927,0.0007864108210128,10,0,1,1,1,1,1
33598,0.0007864108210128,2,0,1,1,1,1,1
201840,0.0007864108210128,9,0,1,1,1,1,1
37013,0.0007864108210128,6,0,0,0,0,0,0
106290,0.0007864108210128,7,0,3,2,3,3,3
49651,0.0007864108210128,8,0,0,0,0,0,0
15411,0.0007864108210128,8,0,1,1,1,1,1
12040,0.0007864108210128,8,0,0,0,0,0,0
14717,0.0007864108210128,6,0,2,2,2,2,2
48236,0.0007864108210128,7,0,1,1,1,1,1
16223,0.0007864108210128,5,0,0,0,0,0,0
167210,0.0007864108210128,10,0,1,1,1,1,1
48044,0.0007864108210128,4,0,0,0,0,0,0
74669,0.0007864108210128,5,0,1,1,1,1,1
52968,0.0007864108210128,9,0,1,1,1,1,1
1010,0.0007864108210128,10,0,2,1,1,2,1
33777,0.0007864108210128,9,0,0,0,0,0,0
61171,0.0007864108210128,6,0,1,1,1,1,1
88675,0.0007864108210128,4,0,1,1,1,1,1
9383,0.0007864108210128,9,0,0,0,0,0,0
36640,0.0007864108210128,13,0,0,0,0,0,0
6472,0.0007864108210128,7,0,0,0,0,0,0
132972,0.0007864108210128,8,0,2,2,2,2,2
13046,0.0007864108210128,10,0,0,0,0,0,0
96134,0.0007864108210128,6,0,2,2,2,2,2
85702,0.0007864108210128,6,0,1,1,1,1,1
19868,0.0007864108210128,8,0,0,0,0,0,0
47470,0.0007864108210128,10,0,1,1,1,1,1
95203,0.0007864108210128,5,0,1,1,1,1,1
64436,0.0007864108210128,7,0,0,0,0,0,0
34996,0.0007864108210128,9,0,0,0,0,0,0
46200,0.0007864108210128,5,0,0,0,0,0,0
48274,0.0007864108210128,6,0,0,0,0,0,0
32214,0.0007864108210128,15,0,0,0,0,0,0
14827,0.0007864108210128,11,0,1,1,1,1,1
36110,0.0007864108210128,10,0,2,2,2,2,2
2441,0.0007864108210128,6,0,1,1,1,1,1
19462,0.0007864108210128,7,0,0,0,0,0,0
60866,0.0007864108210128,8,0,0,0,0,0,0
1926,0.0007864108210128,6,0,1,1,1,1,1
30005,0.0007864108210128,8,0,1,1,1,1,1
429,0.0007864108210128,8,0,1,1,1,1,1
29705,0.0007864108210128,7,0,1,1,1,1,1
189393,0.0007864108210128,7,0,1,1,1,1,1
105002,0.0007864108210128,13,0,2,2,2,2,2
19917,0.0007864108210128,8,0,0,0,0,0,0
41467,0.0007864108210128,5,0,3,3,3,3,3
120983,0.0007864108210128,10,0,1,1,1,1,1
56231,0.0007864108210128,10,0,2,2,2,2,2
21037,0.0007864108210128,12,0,1,1,1,1,1
72528,0.0007864108210128,4,0,0,0,0,0,0
140969,0.0007864108210128,8,0,0,0,0,0,0
9514,0.0007864108210128,10,0,0,0,0,0,0
36813,0.0007864108210128,5,0,1,1,1,1,1
37214,0.0007864108210128,7,0,0,0,0,0,0
18985,0.0007864108210128,8,0,0,0,0,0,0
37112,0.0007864108210128,10,0,0,0,0,0,0
92811,0.0007864108210128,7,0,0,0,0,0,0
152332,0.0007864108210128,9,0,1,1,1,1,1
98698,0.0007864108210128,8,0,0,0,0,0,0
9498,0.0007864108210128,10,0,0,0,0,0,0
27854,0.0007864108210128,4,0,0,0,0,0,0
73274,0.0007864108210128,5,0,0,0,0,0,0
67841,0.0007864108210128,9,0,2,1,1,1,2
14065,0.0007864108210128,11,0,0,0,0,0,0
23085,0.0007864108210128,11,0,0,0,0,0,0
14156,0.0007864108210128,12,0,0,0,0,0,0
14078,0.0007864108210128,9,0,0,0,0,0,0
12265,0.0007864108210128,10,0,1,1,1,1,1
161673,0.0007864108210128,6,0,1,1,1,1,1
44428,0.0007864108210128,12,0,0,1,0,1,0
2781,0.0007864108210128,8,0,3,3,3,3,2
38031,0.0007864108210128,10,0,0,0,0,0,0
107868,0.0007864108210128,7,0,1,1,1,1,1
10485,0.0007864108210128,2,0,2,2,2,2,2
96657,0.0007864108210128,4,0,3,3,3,3,3
139087,0.0007864108210128,9,0,1,1,1,1,1
57037,0.0007864108210128,7,0,2,2,2,2,2
37202,0.0007864108210128,3,0,1,1,1,1,1
36570,0.0007864108210128,8,0,0,0,0,0,0
32701,0.0007864108210128,10,0,1,1,1,1,1
91344,0.0007864108210128,11,0,0,0,0,0,0
36620,0.0007864108210128,6,0,2,3,3,2,3
53657,0.0007864108210128,4,0,1,0,1,0,1
37587,0.0007864108210128,9,0,1,1,1,1,1
26275,0.0007864108210128,9,0,1,1,1,1,1
1113,0.0007864108210128,4,0,1,2,2,2,1
130372,0.0007864108210128,7,0,2,2,2,1,2
80533,0.0007864108210128,9,0,3,3,3,3,3
23010,0.0007864108210128,9,0,2,2,2,2,2
29389,0.0007864108210128,6,0,0,0,0,0,0
96668,0.0007864108210128,11,0,2,2,2,2,2
159415,0.0007864108210128,5,0,2,2,2,2,2
32416,0.0007864108210128,6,0,1,1,1,1,1
14367,0.0007864108210128,4,0,0,0,0,0,0
10048,0.0007864108210128,10,0,0,0,0,0,0
39833,0.0007864108210128,11,0,0,0,0,0,0
75486,0.0007864108210128,9,0,1,1,1,1,1
13030,0.0007864108210128,8,0,2,2,2,1,2
37683,0.0007864108210128,11,0,1,1,1,1,1
22927,0.0007864108210128,6,0,1,1,1,1,1
13252,0.0007864108210128,12,0,0,0,0,0,0
87717,0.0007864108210128,4,0,0,0,0,0,0
25460,0.0007864108210128,5,0,0,0,0,0,0
74148,0.0007864108210128,14,0,0,0,0,0,0
28777,0.0007864108210128,9,0,0,0,0,0,0
30616,0.0007864108210128,4,0,0,0,0,0,0
23215,0.0007864108210128,12,0,1,0,0,1,1
43690,0.0007864108210128,7,0,1,1,1,1,1
25775,0.0007864108210128,9,0,1,1,1,1,1
19306,0.0007864108210128,12,0,3,2,2,2,3
84202,0.0007864108210128,7,0,1,1,1,1,1
46909,0.0007864108210128,7,0,1,1,1,1,1
93887,0.0007864108210128,8,0,1,1,1,1,1
158471,0.0007864108210128,6,0,1,1,1,1,1
31728,0.0007864108210128,7,0,0,0,0,0,0
36019,0.0007864108210128,6,0,0,0,0,0,0
34563,0.0007864108210128,8,0,1,1,1,1,1
34235,0.0007864108210128,2,0,2,2,2,2,2
30874,0.0007864108210128,8,0,1,1,1,1,1
150251,0.0007864108210128,12,0,1,1,1,1,1
37207,0.0007864108210128,7,0,1,1,1,1,1
36746,0.0007864108210128,8,0,0,0,0,0,0
46635,0.0007864108210128,13,0,1,1,1,0,1
36877,0.0007864108210128,10,0,2,2,2,2,2
132126,0.0007864108210128,12,0,0,0,0,0,0
87992,0.0007864108210128,10,0,1,1,1,1,1
55340,0.0007864108210128,10,0,1,1,1,1,1
100139,0.0007864108210128,7,0,2,2,2,2,2
55628,0.0007864108210128,8,0,1,1,1,1,1
162802,0.0007864108210128,7,0,0,0,0,0,0
19596,0.0007864108210128,9,0,1,1,1,1,1
8481,0.0007864108210128,3,0,1,1,0,0,1
31517,0.0007864108210128,15,0,0,0,0,0,0
37373,0.0007864108210128,5,0,2,2,2,2,2
48839,0.0007864108210128,11,0,1,1,1,1,1
83360,0.0007864108210128,6,0,0,0,0,0,0
58831,0.0007864108210128,6,0,1,1,1,1,1
110043,0.0007864108210128,8,0,0,0,0,0,0
128506,0.0007864108210128,9,0,1,1,1,1,1
68729,0.0007864108210128,7,0,1,1,1,1,1
24462,0.0007864108210128,5,0,2,2,2,2,2
52957,0.0007864108210128,11,0,1,1,1,1,1
149041,0.0007864108210128,8,0,3,3,3,3,3
176743,0.0007864108210128,6,0,1,1,1,1,1
60985,0.0007864108210128,8,0,1,0,0,1,1
2383,0.0007864108210128,6,0,2,2,2,2,2
23796,0.0007864108210128,5,0,2,2,2,2,2
51002,0.0007864108210128,13,0,1,1,1,1,1
118458,0.0007864108210128,7,0,0,0,0,0,0
63215,0.0007864108210128,16,0,1,1,1,1,1
81986,0.0007864108210128,8,0,1,1,1,1,1
36949,0.0007864108210128,8,0,2,2,2,2,2
38061,0.0007864108210128,7,0,0,0,0,0,0
188217,0.0007864108210128,9,0,2,2,2,2,2
21256,0.0007864108210128,8,0,0,0,0,0,0
98315,0.0007864108210128,8,0,1,1,1,1,1
13198,0.0007864108210128,5,0,2,2,2,2,2
